time,seconds_elapsed,z,y,x
1690841373718129200,0.044129150390625,0.21095628807544706,0.1321540060499683,0.010610825863480567
1690841373728169200,0.054169189453125,0.2061585324048996,0.1462201599990949,0.014282034322666004
1690841373738240300,0.064240234375,0.22150106296539304,0.1481347249161452,0.022456198490597306
1690841373748280300,0.0742802734375,0.2179261270880699,0.15455862048380076,0.023961232758685946
1690841373758321400,0.0843212890625,0.21461305701732633,0.16700305498261003,0.029147028765594586
1690841373768361200,0.094361328125,0.2214338429480791,0.17255772996768354,0.03162673501842655
1690841373778401000,0.104401123046875,0.21459727492630482,0.17232220417875796,0.025239253337867557
1690841373788442000,0.114442138671875,0.22087211741209029,0.16015212964192033,0.019666595171531662
1690841373798482200,0.124482177734375,0.21916998966932297,0.15928013258036225,0.016091129571245984
1690841373808522200,0.134522216796875,0.21889994055628775,0.1448591738441959,0.007283791199466213
1690841373818562300,0.144562255859375,0.21390987718403337,0.14400537002645433,0.014486032462166622
1690841373828603400,0.154603271484375,0.2001531545102596,0.13078604216501116,0.020687627048650754
1690841373838643200,0.164643310546875,0.2009422590613365,0.12061682258918881,0.013485367519641295
1690841373848683000,0.17468310546875,0.18934125311672687,0.11245207470357417,0.0011194781497586518
1690841373858754000,0.184754150390625,0.1798410188436508,0.09568805997259915,0.023182841397868467
1690841373868794000,0.194794189453125,0.1778109743207693,0.07297536597028374,0.027110508836153895
1690841373878835200,0.204835205078125,0.16662439439594745,0.04856010583378374,0.0313312820360763
1690841373888875300,0.214875244140625,0.15809855811297893,0.05451908730342984,0.040182222087564876
1690841373898915000,0.2249150390625,0.14339257189035415,0.0395156525041908,0.045540502284280956
1690841373908956400,0.234956298828125,0.13387363291680812,0.02442782735712826,0.04168031972479075
1690841373918996000,0.244995849609375,0.1355167239487171,0.004561754957586527,0.05474267605938948
1690841373929036000,0.2550361328125,0.1421837806224823,-0.013450214007869362,0.051351727579999715
1690841373939076000,0.265076171875,0.12828677269518374,-0.018700937610305845,0.05537763122837059
1690841373949117200,0.2751171875,0.12838614141643045,-0.03531158841047436,0.05008892283625901
1690841373959157200,0.2851572265625,0.11928572011590004,-0.030311259372532366,0.04048612323785201
1690841373969197300,0.295197265625,0.11400924101769923,-0.033246545639447865,0.04519169797976501
1690841373979268000,0.30526806640625,0.12722878807485102,-0.02862411000318825,0.041114863295177925
1690841373989308200,0.31530810546875,0.12168985864818095,-0.02197630601916462,0.04194129961538128
1690841373999349000,0.325348876953125,0.136296476149559,-0.008808781410194933,0.04101396020397078
1690841374009389000,0.33538916015625,0.14382394904494283,-0.005408361849561333,0.04169145304015837
1690841374019429000,0.34542919921875,0.14713175841867923,0.0072149363474920385,0.048608872312377205
1690841374029469200,0.35546923828125,0.16148293985426426,0.019120295533537862,0.042766087401192636
1690841374039510300,0.36551025390625,0.15905132879316805,0.02565930538084358,0.042070122759975494
1690841374049550000,0.375550048828125,0.15256547390520572,0.044020745371095835,0.043266118478355924
1690841374059590100,0.385590087890625,0.16732698970735072,0.059099510428868234,0.03519606770544778
1690841374069631000,0.395630859375,0.1651882241129875,0.06573620849698782,0.04033233004878275
1690841374079671000,0.405671142578125,0.18132804253101348,0.08438972676899284,0.04002252431409433
1690841374089711000,0.415711181640625,0.1977922705978155,0.09743599961847066,0.027725571994576603
1690841374099782100,0.4257822265625,0.19155074585974216,0.10290420189648866,0.032981227500457316
1690841374109822200,0.435822265625,0.19912381146252153,0.10988255300913005,0.034829704911354925
1690841374119863300,0.44586328125,0.193434659910202,0.11369031126163899,0.020775177467940373
1690841374129903000,0.455903076171875,0.20695231313109397,0.12540201103910803,0.02661388442562893
1690841374139943200,0.465943115234375,0.20989830345511434,0.12073909726198762,0.0212644405559171
1690841374149983200,0.475983154296875,0.20542086578011512,0.11739080974739044,0.0185121096404735
1690841374160024000,0.486024169921875,0.1991992147862911,0.11212423098869621,0.017360537585709244
1690841374170064100,0.496064208984375,0.19870470926761627,0.11132445891313254,0.022727836772520094
1690841374180104200,0.506104248046875,0.20080548093914985,0.1087588096762076,0.030134167506266383
1690841374190145300,0.516145263671875,0.19232114571034908,0.11213471585009246,0.02937587821856141
1690841374200185000,0.52618505859375,0.19374270294606685,0.1013949663773179,0.029824434836814177
1690841374210256100,0.536256103515625,0.18561141893863678,0.09720986271239816,0.03625027576638386
1690841374220296200,0.546296142578125,0.17465397159457205,0.08736315308921039,0.03653750434308312
1690841374230336300,0.556336181640625,0.1732762535005808,0.07858896806836128,0.03779545024861582
1690841374240376300,0.566376220703125,0.16590367890596389,0.06969773253910243,0.04080247287775855
1690841374250417200,0.576417236328125,0.16825404142439365,0.06421626892071217,0.042409369218279605
1690841374260457200,0.586457275390625,0.15920739613771437,0.05456018649879843,0.036122968725441025
1690841374270497000,0.5964970703125,0.14789339044094085,0.04412778594214469,0.03687090101591311
1690841374280538000,0.6065380859375,0.15032324793636798,0.03258603590410203,0.04022247646613977
1690841374290578200,0.616578125,0.15450842466652392,0.02607785958647728,0.0407008391341893
1690841374300618200,0.6266181640625,0.1504307999640703,0.023155323203280568,0.038215041067288257
1690841374310658300,0.636658203125,0.15723521928191184,0.014293094572797416,0.03736688610562123
1690841374320699100,0.64669921875,0.15488018058836459,0.007178988251276314,0.03318304281602613
1690841374330770200,0.656770263671875,0.15278642317950725,0.01049479826837778,0.039433198385126884
1690841374340810800,0.666810791015625,0.14182546870410442,0.001215403671748936,0.04857035323316231
1690841374350850800,0.676850830078125,0.14864391654729842,0.012166348209790885,0.04800093301448505
