version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone 7,2023-08-01_22-10-21,ios,1.17,4d02a456-b118-4551-8430-45873808b683,Accelerometer|Gyroscope|Orientation|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,0|0|0||0|0
