time,seconds_elapsed,z,y,x
1690841422045723600,0.1937236328125,-0.0015163789503276348,0.0031059100292623043,-0.08056168258190155
1690841422055763700,0.203763671875,0.00017155474051833153,0.0013537555932998657,-0.05704043060541153
1690841422065803800,0.2138037109375,0.00010790536180138588,-0.0010281756985932589,-0.03087327629327774
1690841422075844900,0.223844970703125,0.000710146501660347,-0.003760002553462982,-0.007537057623267174
1690841422085885000,0.233885009765625,0.0003205258399248123,-0.0015082997269928455,0.019534241408109665
1690841422095924700,0.2439248046875,-0.0003864201717078686,-0.00013793609105050564,0.0416431650519371
1690841422105995800,0.253995849609375,-0.000323569867759943,-0.00016829627566039562,0.05983388423919678
1690841422116035600,0.26403564453125,0.002429770538583398,0.002802144270390272,0.07455770671367645
1690841422126075600,0.27407568359375,0.000623348169028759,0.002738761017099023,0.0820971131324768
1690841422136116700,0.28411669921875,0.0007168864831328392,0.0024709287099540234,0.08681511878967285
1690841422146156800,0.29415673828125,0.0012436595279723406,0.0025992931332439184,0.08211436867713928
1690841422156196900,0.30419677734375,0.00008164020255208015,0.002646231558173895,0.07202780991792679
1690841422166238000,0.314238037109375,-0.0009910808876156807,0.0004605751018971205,0.059187110513448715
1690841422176277800,0.32427783203125,0.0004961565136909485,0.0008830564329400659,0.04064332693815231
1690841422186317600,0.334317626953125,0.00043996376916766167,-0.00019951863214373589,0.020337257534265518
1690841422196357600,0.344357666015625,0.0003703497350215912,-0.00040171388536691666,0.0012424103915691376
1690841422206398700,0.354398681640625,0.001679826295003295,0.0007429126417264342,-0.022320440039038658
1690841422216438800,0.364438720703125,0.0007403683848679066,-0.0006389401387423277,-0.03908772021532059
1690841422226478800,0.374478759765625,-0.0007089241407811642,0.0004209979670122266,-0.053084760904312134
1690841422236520000,0.38452001953125,-0.0001605362631380558,-0.000597687903791666,-0.060692302882671356
1690841422246589700,0.394589599609375,0.00016410322859883308,-0.0039767068810760975,-0.06513471901416779
1690841422256630800,0.404630859375,-0.0007146843709051609,-0.0017504256684333086,-0.06263184547424316
1690841422266670600,0.414670654296875,0.000638734083622694,-0.0027203490026295185,-0.05571215599775314
1690841422276710700,0.424710693359375,0.0011633634567260742,-0.0012387372553348541,-0.04843825101852417
1690841422286751700,0.434751708984375,-0.0016366839408874512,-0.000601176405325532,-0.035476647317409515
1690841422296791800,0.444791748046875,-0.0009046662598848343,0.0009187427349388599,-0.02032495103776455
1690841422306832000,0.454831787109375,-0.00027189915999770164,0.0015160897746682167,-0.006221115589141846
1690841422316871700,0.46487158203125,0.00035945232957601547,0.0023217552807182074,0.008146013133227825
1690841422326912800,0.474912841796875,0.001854551024734974,0.0021409266628324986,0.021702300757169724
1690841422336952600,0.48495263671875,-0.00008483929559588432,0.0007249303162097931,0.030871905386447906
1690841422346992600,0.49499267578125,0.0005292855203151703,0.0019936603493988514,0.04037939012050629
1690841422357032700,0.50503271484375,0.0005065640434622765,0.001511683571152389,0.044187355786561966
1690841422367073800,0.51507373046875,0.0004479745402932167,-0.0011536080855876207,0.048458002507686615
1690841422377144800,0.525144775390625,-0.0005093039944767952,0.0006255694897845387,0.04458270221948624
1690841422387178200,0.53517822265625,-0.0007316782139241695,-0.0009395703673362732,0.038840390741825104
1690841422397218300,0.54521826171875,0.0008886752184480429,0.0010050215059891343,0.031121566891670227
1690841422407258400,0.55525830078125,-0.00010068900883197784,0.002342727268114686,0.019916050136089325
1690841422417299200,0.56529931640625,0.0009111196268349886,0.0010036708554252982,0.010185334831476212
1690841422427339000,0.575339111328125,-0.0003171302378177643,0.0007637200178578496,-0.0025949086993932724
1690841422437379000,0.585379150390625,-0.0006962581537663937,0.0033055085223168135,-0.012487776577472687
1690841422447420200,0.595420166015625,-0.0007050465792417526,-0.0011310514528304338,-0.024556688964366913
1690841422457460200,0.605460205078125,-0.0005542682483792305,-0.0010839386377483606,-0.028907453641295433
1690841422467500300,0.615500244140625,-0.00030339835211634636,-0.0012019164860248566,-0.03287876397371292
1690841422477540400,0.625540283203125,0.000037709251046180725,-0.00028549786657094955,-0.03584343194961548
1690841422487581200,0.635581298828125,0.001007099635899067,-0.002911374904215336,-0.035399481654167175
1690841422497621000,0.64562109375,0.00012782029807567596,-0.0012688955757766962,-0.029061606153845787
1690841422507692000,0.655692138671875,0.0016048094257712364,0.001158842002041638,-0.024789096787571907
1690841422517732000,0.665732177734375,0.0004848754033446312,0.0003905344055965543,-0.017044560983777046
1690841422527772200,0.675772216796875,0.0005514542572200298,0.0009617825271561742,-0.007120823487639427
1690841422537813200,0.685813232421875,-0.0008343374356627464,0.0008988901972770691,-0.0011095516383647919
1690841422547853300,0.695853271484375,0.0008495792280882597,-0.0014822420198470354,0.005802682600915432
1690841422557893400,0.705893310546875,-0.00012543518096208572,0.0014261869946494699,0.01347135566174984
1690841422567933200,0.71593310546875,0.0013132044114172459,0.0006778386887162924,0.019949495792388916
1690841422577974000,0.72597412109375,-0.0010794266127049923,-0.001539628952741623,0.02361331693828106
1690841422588014000,0.73601416015625,-0.00016143498942255974,0.0008500254480168223,0.02548631653189659
1690841422598054100,0.74605419921875,0.0006185774691402912,0.001330029685050249,0.02541664056479931
1690841422608095200,0.75609521484375,-0.000125776045024395,0.00014598830603063107,0.021906593814492226
1690841422618135300,0.76613525390625,-0.0006771208718419075,0.0011326353996992111,0.01811807043850422
1690841422628175400,0.77617529296875,-0.0016222763806581497,0.001331573585048318,0.013166454620659351
1690841422638246100,0.78624609375,0.00008939113467931747,0.0021189304534345865,0.006911193020641804
