time,Bending Moment,Bm X,Bm Y,Axial Force,Torsion
2022-01-18T07:00:00.0816Z,0.5125833054831185,-0.503744,-0.094782,27.500301,-0.21526
2022-01-18T07:00:00.082Z,0.5382309240762742,0.503744,0.189564,11.00012,0.21526
2022-01-18T07:00:00.0824Z,0.8474560379229119,-0.598196,-0.600286,33.000359,0
2022-01-18T07:00:00.0828Z,0.379126714569153,0.377808,0.031594,-27.500301,0.731884
2022-01-18T07:00:00.0832Z,0.440776,0.440776,0,-77.000839,-0.301364
2022-01-18T07:00:00.0836Z,0.5090019137881507,-0.251872,0.442316,-5.50006,-0.774936
2022-01-18T07:00:00.084Z,0.7387510941068041,-0.566712,-0.47391,11.00012,0.258312
2022-01-18T07:00:00.0844Z,0.45516760074504425,0.251872,-0.379128,-82.5009,-0.774936
2022-01-18T07:00:00.0848Z,0.8143876572468421,0.47226,-0.663474,-66.000717,0.344416
2022-01-18T07:00:00.0852Z,0.08920589872872757,0.062968,0.063188,-33.000359,-0.086104
2022-01-18T07:00:00.0856Z,0.3122206455505465,-0.220388,0.221158,-77.000839,0.043052
2022-01-18T07:00:00.086Z,0.252752,0,0.252752,22.00024,0
2022-01-18T07:00:00.0864Z,0.43777819249935235,-0.377808,-0.221158,-38.50042,-0.731884
2022-01-18T07:00:00.0868Z,0.5279323237271989,-0.503744,-0.15797,-115.501259,-0.602728
2022-01-18T07:00:00.0872Z,0.7790314817464055,-0.755616,-0.189564,-27.500301,0.731884
2022-01-18T07:00:00.0876Z,0.3250133906718306,0.15742,0.284346,66.000717,-0.086104
2022-01-18T07:00:00.088Z,0.3175048438307674,-0.031484,-0.31594,-60.50066,-0.301364
2022-01-18T07:00:00.0884Z,0.3102604004896532,0.283356,-0.126376,121.00132,0.086104
2022-01-18T07:00:00.0888Z,0.3102604004896532,-0.283356,-0.126376,49.500542,0.258312
2022-01-18T07:00:00.0892Z,0.2292675159895095,-0.220388,-0.063188,-49.500542,0.258312
2022-01-18T07:00:00.0896Z,0.884192105698756,-0.503744,-0.726662,-93.501022,0.172208
2022-01-18T07:00:00.09Z,0.39071629181287026,0.094452,0.379128,-49.500542,0.21526
2022-01-18T07:00:00.0904Z,0.8073463861144112,0.755616,-0.284346,-82.5009,0.258312
2022-01-18T07:00:00.0908Z,0.2817985056028509,-0.251872,0.126376,-165.001801,0.559676
2022-01-18T07:00:00.0912Z,0.5209550557504936,-0.125936,-0.505504,-66.000717,-0.473572
2022-01-18T07:00:00.0916Z,0.24640528909907758,0.15742,-0.189564,-33.000359,0.043052
2022-01-18T07:00:00.092Z,0.2908531969568153,-0.188904,-0.221158,49.500542,-0.731884
2022-01-18T07:00:00.0924Z,0.42835830170547645,0.409292,-0.126376,-71.500778,-0.387468
2022-01-18T07:00:00.0928Z,0.410722,0,-0.410722,-55.000603,0.129156
2022-01-18T07:00:00.0932Z,0.6765031692579125,0.598196,-0.31594,66.000717,0.688832
2022-01-18T07:00:00.0936Z,0.43985636028594605,0.15742,0.410722,-22.00024,0
2022-01-18T07:00:00.094Z,0.126376,0,0.126376,22.00024,-0.43052
2022-01-18T07:00:00.0944Z,0.17841179745745514,-0.125936,-0.126376,22.00024,-0.086104
2022-01-18T07:00:00.0948Z,0.45228820917640555,-0.094452,0.442316,-88.000961,-0.301364
2022-01-18T07:00:00.0952Z,0.1915278101268847,-0.188904,0.031594,0,-0.64578
2022-01-18T07:00:00.0956Z,0.1991919791557883,0.188904,-0.063188,-60.50066,0.043052
2022-01-18T07:00:00.096Z,0.14089925280142546,0.125936,0.063188,71.500778,-0.64578
2022-01-18T07:00:00.0964Z,0.2299474504924984,-0.062968,0.221158,-77.000839,-0.43052
2022-01-18T07:00:00.0968Z,0.16962835772358348,0.15742,0.063188,-71.500778,-0.043052
2022-01-18T07:00:00.0972Z,0.29878796873368246,-0.283356,0.094782,-11.00012,-0.688832
2022-01-18T07:00:00.0976Z,0.0705972067436099,-0.031484,-0.063188,-27.500301,-0.688832
2022-01-18T07:00:00.098Z,0.44809927548702866,0.346324,-0.284346,-77.000839,-0.129156
2022-01-18T07:00:00.0984Z,0.3830556202537694,-0.377808,-0.063188,-49.500542,1.205456
2022-01-18T07:00:00.0988Z,0.35944607898821207,0.283356,0.221158,159.50174,0.172208
2022-01-18T07:00:00.0992Z,0.21134887920213818,-0.188904,-0.094782,44.000481,-0.473572
2022-01-18T07:00:00.0996Z,0.7593474387841181,-0.220388,-0.726662,44.000481,0.258312
2022-01-18T07:00:00.1Z,0.26982356051316203,-0.094452,-0.252752,-33.000359,-0.86104
2022-01-18T07:00:00.1004Z,0.6785134308943339,-0.62968,0.252752,-38.50042,-0.817988
2022-01-18T07:00:00.1008Z,0.621519988080834,-0.535228,-0.31594,-137.501495,0.344416
2022-01-18T07:00:00.1012Z,0.43777819249935235,-0.377808,-0.221158,88.000961,0.344416
2022-01-18T07:00:00.1016Z,0.5245342027856715,0.440776,0.284346,176.001923,0.473572
2022-01-18T07:00:00.102Z,0.5869676320513764,-0.346324,-0.47391,-60.50066,-0.258312
2022-01-18T07:00:00.1024Z,0.5372456367994067,-0.346324,0.410722,82.5009,0.258312
2022-01-18T07:00:00.1028Z,0.29031594182889786,0.283356,0.063188,22.00024,-0.688832
2022-01-18T07:00:00.1032Z,0.5175101804641141,0.31484,-0.410722,-82.5009,0.559676
2022-01-18T07:00:00.1036Z,0.8701211345646076,-0.598196,-0.63188,-154.001678,0.21526
2022-01-18T07:00:00.104Z,0.410915044674687,-0.346324,-0.221158,-60.50066,-0.172208
2022-01-18T07:00:00.1044Z,0.9210815725982145,0.094452,0.916226,154.001678,0.990196
2022-01-18T07:00:00.1048Z,1.0764618481525483,-1.007488,-0.379128,5.50006,-0.086104
2022-01-18T07:00:00.1052Z,0.6753203867587592,0.125936,-0.663474,22.00024,-0.43052
2022-01-18T07:00:00.1056Z,0.49836993185785194,-0.409292,0.284346,27.500301,-0.64578
2022-01-18T07:00:00.106Z,0.3830556202537694,-0.377808,0.063188,44.000481,-0.086104
2022-01-18T07:00:00.1064Z,0.3597548029700229,-0.220388,-0.284346,-115.501259,-0.129156
2022-01-18T07:00:00.1068Z,0.763788445445465,-0.47226,-0.600286,-49.500542,-0.64578
2022-01-18T07:00:00.1072Z,0.26761769618618275,0.188904,-0.189564,82.5009,0.559676
2022-01-18T07:00:00.1076Z,0.29069809190980256,-0.220388,0.189564,5.50006,0.301364
2022-01-18T07:00:00.108Z,1.1927824218288934,-0.724132,-0.94782,-99.001083,-0.258312
2022-01-18T07:00:00.1084Z,0.21179162023082973,-0.094452,0.189564,143.001556,-0.301364
2022-01-18T07:00:00.1088Z,0.7040824847132614,-0.692648,0.126376,-154.001678,-0.64578
2022-01-18T07:00:00.1092Z,0.1302387639376234,-0.031484,-0.126376,-82.5009,-0.258312
2022-01-18T07:00:00.1096Z,0.3852128686116288,0.220388,-0.31594,-27.500301,0.817988
2022-01-18T07:00:00.11Z,0.42358324046165946,0.188904,0.379128,93.501022,0.344416
2022-01-18T07:00:00.1104Z,0.5990297448808364,0.598196,-0.031594,-66.000717,-0.86104
2022-01-18T07:00:00.1108Z,0.4467755732803663,0.062968,0.442316,-66.000717,-0.086104
2022-01-18T07:00:00.1112Z,1.2586151167247277,0.377808,1.200572,44.000481,-1.0763
2022-01-18T07:00:00.1116Z,0.4295956673198648,0.125936,-0.410722,-192.502106,-0.990196
2022-01-18T07:00:00.112Z,0.43853039909224084,-0.220388,-0.379128,-60.50066,-0.258312
2022-01-18T07:00:00.1124Z,0.3597548029700229,0.220388,-0.284346,-55.000603,-0.258312
2022-01-18T07:00:00.1128Z,0.4243921610209124,0.283356,0.31594,0,0.129156
2022-01-18T07:00:00.1132Z,0.5613050537203456,-0.440776,-0.347534,66.000717,-0.86104
2022-01-18T07:00:00.1136Z,0.29069809190980256,0.220388,-0.189564,-33.000359,-0.129156
2022-01-18T07:00:00.114Z,0.45228820917640555,0.094452,0.442316,-93.501022,-0.86104
2022-01-18T07:00:00.1144Z,0.4728546632740339,0.377808,0.284346,-148.501617,-0.43052
