25,24,time,mNr
0.516334,0.122256,1731489943839600,20
0.714924,0.937296,1731489943840000,20
0.714924,0.855792,1731489943840400,20
0.556052,1.304064,1731489943840800,20
0.357462,0.366768,1731489943841200,20
0.556052,0.163008,1731489943841600,20
1.231258,0.040752,1731489943842000,20
1.469566,-0.285264,1731489943842400,20
0.278026,-0.855792,1731489943842800,20
-0.436898,-0.081504,1731489943843200,20
0.158872,-1.100304,1731489943843600,20
0.714924,-0.81504,1731489943844000,20
0.158872,-0.855792,1731489943844400,20
0.39718,-1.263312,1731489943844800,20
-0.317744,-0.652032,1731489943845200,20
-1.112104,-1.141056,1731489943845600,20
0.357462,-0.163008,1731489943846000,20
-0.278026,-0.285264,1731489943846400,20
-1.9859,-0.774288,1731489943846800,20
-1.827028,-0.733536,1731489943847200,20
-0.873796,0.733536,1731489943847600,20
-0.079436,0.448272,1731489943848000,20
-0.79436,0.122256,1731489943848400,20
-1.032668,-0.40752,1731489943848800,20
-1.549002,0.122256,1731489943849200,20
-0.158872,0.326016,1731489943849600,20
-0.675206,0.61128,1731489943850000,20
-0.19859,0.652032,1731489943850400,20
-0.99295,-0.081504,1731489943850800,20
-0.953232,0.652032,1731489943851200,20
0.317744,1.996848,1731489943851600,20
0.357462,0.448272,1731489943852000,20
1.668156,1.0188,1731489943852400,20
0.79436,0.081504,1731489943852800,20
-0.873796,0.366768,1731489943853200,20
1.112104,0.692784,1731489943853600,20
1.469566,0.20376,1731489943854000,20
0.834078,0.733536,1731489943854400,20
0.476616,-0.163008,1731489943854800,20
-0.714924,-0.61128,1731489943855200,20
0.556052,-0.285264,1731489943855600,20
1.310694,0.122256,1731489943856000,20
0.714924,-0.326016,1731489943856400,20
-0.39718,-0.774288,1731489943856800,20
-1.310694,-0.448272,1731489943857200,20
-0.039718,-0.733536,1731489943857600,20
0.834078,-1.589328,1731489943858000,20
-0.039718,-1.304064,1731489943858400,20
-1.032668,-1.996848,1731489943858800,20
-1.350412,-1.059552,1731489943859200,20
-1.310694,-0.978048,1731489943859600,20
-0.675206,-0.122256,1731489943860000,20
-0.357462,0.0,1731489943860400,20
-0.516334,0.489024,1731489943863600,20
0.436898,0.81504,1731489943864000,20
0.079436,1.304064,1731489943864400,20
-0.476616,0.896544,1731489943864800,20
-0.476616,1.059552,1731489943865200,20
-0.158872,0.855792,1731489943865600,20
0.913514,1.181808,1731489943866000,20
1.827028,1.0188,1731489943866400,20
0.079436,0.529776,1731489943866800,20
0.19859,-0.652032,1731489943867200,20
0.158872,0.244512,1731489943867600,20
1.628438,-0.244512,1731489943868000,20
0.953232,-0.366768,1731489943868400,20
-0.556052,0.244512,1731489943868800,20
0.19859,-0.774288,1731489943869200,20
-0.19859,-0.652032,1731489943869600,20
-0.119154,-0.489024,1731489943870000,20
1.747592,-0.081504,1731489943870400,20
0.19859,-0.529776,1731489943870800,20
-0.39718,-0.896544,1731489943871200,20
-1.032668,-1.059552,1731489943871600,20
-0.039718,-0.692784,1731489943872000,20
-0.158872,-0.285264,1731489943872400,20
-0.754642,-0.692784,1731489943872800,20
-1.549002,-0.733536,1731489943873200,20
-1.231258,-1.059552,1731489943873600,20
-0.834078,-0.692784,1731489943874000,20
0.19859,0.163008,1731489943874400,20
-1.549002,-0.285264,1731489943874800,20
-1.350412,0.040752,1731489943875200,20
-1.78731,-0.040752,1731489943875600,20
-0.278026,-0.040752,1731489943876000,20
-0.039718,0.40752,1731489943876400,20
-0.556052,0.448272,1731489943876800,20
-0.834078,0.122256,1731489943877200,20
-0.714924,1.385568,1731489943877600,20
0.238308,0.61128,1731489943878000,20
0.79436,1.263312,1731489943878400,20
0.039718,0.896544,1731489943878800,20
0.0,0.40752,1731489943879200,20
0.39718,0.448272,1731489943879600,20
0.953232,0.774288,1731489943880000,20
1.866746,1.344816,1731489943880400,20
0.556052,0.244512,1731489943880800,20
0.873796,-1.059552,1731489943881200,20
0.834078,-0.285264,1731489943881600,20
0.39718,0.244512,1731489943882000,20
0.556052,-0.448272,1731489943882400,20
0.0,-0.855792,1731489943882800,20
-0.39718,-1.100304,1731489943883200,20
-0.516334,-0.855792,1731489943883600,20
-0.556052,-0.774288,1731489943884000,20
0.714924,-0.978048,1731489943884400,20
-1.429848,-1.141056,1731489943884800,20
-1.270976,-1.304064,1731489943885200,20
-1.19154,-0.81504,1731489943885600,20
-0.675206,-0.326016,1731489943886000,20
-0.834078,-0.366768,1731489943886400,20
-1.310694,-1.100304,1731489943886800,20
-2.065336,-0.570528,1731489943887200,20
-1.19154,0.20376,1731489943887600,20
-0.317744,0.81504,1731489943888000,20
0.317744,-0.040752,1731489943888400,20
-1.350412,0.40752,1731489943888800,20
-1.310694,0.285264,1731489943889200,20
-0.635488,0.937296,1731489943889600,20
0.357462,0.978048,1731489943890000,20
1.032668,0.285264,1731489943890400,20
-0.357462,1.548576,1731489943890800,20
0.0,1.63008,1731489943891200,20
-0.278026,1.100304,1731489943891600,20
0.59577,1.100304,1731489943892000,20
2.58167,0.896544,1731489943892400,20
0.158872,-0.163008,1731489943892800,20
0.119154,0.040752,1731489943893200,20
0.714924,-0.326016,1731489943893600,20
1.072386,-0.40752,1731489943894000,20
0.913514,0.20376,1731489943894400,20
0.714924,-0.774288,1731489943894800,20
0.119154,-0.20376,1731489943895200,20
0.556052,-0.896544,1731489943895600,20
0.238308,-1.181808,1731489943896000,20
0.59577,-0.20376,1731489943896400,20
-0.119154,-0.448272,1731489943896800,20
-0.79436,-1.548576,1731489943897200,20
-0.675206,-1.385568,1731489943897600,20
-0.516334,-1.344816,1731489943898000,20
-0.59577,-0.774288,1731489943898400,20
-1.707874,0.244512,1731489943898800,20
-1.072386,-1.22256,1731489943899200,20
-1.78731,0.163008,1731489943899600,20
-1.151822,0.0,1731489943900000,20
-0.079436,0.20376,1731489943900400,20
-1.707874,-0.81504,1731489943900800,20
-1.469566,-0.285264,1731489943901200,20
-0.834078,0.081504,1731489943901600,20
-0.675206,-0.040752,1731489943902000,20
0.317744,0.529776,1731489943902400,20
-0.675206,0.448272,1731489943902800,20
-1.39013,-0.244512,1731489943903200,20
-0.119154,0.122256,1731489943903600,20
0.556052,1.385568,1731489943904000,20
1.350412,0.81504,1731489943904400,20
0.357462,0.081504,1731489943904800,20
0.0,0.692784,1731489943905200,20
0.436898,0.774288,1731489943905600,20
0.476616,0.122256,1731489943906000,20
2.303644,0.285264,1731489943906400,20
0.953232,-0.163008,1731489943906800,20
-0.19859,0.0,1731489943907200,20
0.476616,-0.20376,1731489943907600,20
0.039718,-0.529776,1731489943908000,20
0.913514,-0.081504,1731489943908400,20
0.516334,-1.42632,1731489943908800,20
-0.19859,-1.0188,1731489943909200,20
-0.079436,-0.20376,1731489943909600,20
-0.079436,-0.326016,1731489943910000,20
0.357462,-0.61128,1731489943910400,20
0.039718,-1.059552,1731489943910800,20
-0.59577,-0.652032,1731489943911200,20
-1.827028,-1.344816,1731489943911600,20
-1.231258,-0.081504,1731489943912000,20
0.039718,-0.285264,1731489943912400,20
-0.238308,-0.774288,1731489943912800,20
-2.105054,-0.122256,1731489943913200,20
-1.231258,-0.489024,1731489943913600,20
-0.675206,0.285264,1731489943914000,20
-0.436898,0.244512,1731489943914400,20
-0.516334,0.081504,1731489943914800,20
-1.112104,0.489024,1731489943915200,20
-0.516334,1.059552,1731489943915600,20
-1.58872,0.40752,1731489943916000,20
0.635488,0.978048,1731489943916400,20
0.79436,0.081504,1731489943916800,20
0.317744,1.141056,1731489943917200,20
1.270976,1.059552,1731489943917600,20
0.119154,1.263312,1731489943918000,20
0.873796,1.181808,1731489943918400,20
0.357462,0.366768,1731489943918800,20
0.754642,0.855792,1731489943919200,20
0.436898,0.489024,1731489943919600,20
1.946182,-0.285264,1731489943920000,20
1.39013,-0.163008,1731489943920400,20
0.635488,-0.366768,1731489943920800,20
0.357462,-0.896544,1731489943921200,20
0.158872,-0.61128,1731489943921600,20
-0.39718,-0.652032,1731489943922000,20
1.747592,-0.040752,1731489943922400,20
-0.119154,-1.63008,1731489943922800,20
-0.278026,-0.529776,1731489943923200,20
-0.119154,-0.489024,1731489943923600,20
-1.827028,-0.040752,1731489943924000,20
-0.119154,-0.937296,1731489943924400,20
-0.59577,-0.326016,1731489943924800,20
-0.079436,-0.244512,1731489943925200,20
-1.78731,-0.61128,1731489943925600,20
-1.39013,-0.40752,1731489943926000,20
-0.119154,0.448272,1731489943926400,20
-0.59577,-0.448272,1731489943926800,20
-1.39013,-0.244512,1731489943927200,20
-0.79436,-0.285264,1731489943927600,20
-1.747592,0.529776,1731489943928000,20
-0.119154,0.366768,1731489943928400,20
-0.675206,0.122256,1731489943928800,20
-0.158872,1.0188,1731489943929200,20
-0.278026,0.855792,1731489943929600,20
-0.754642,0.652032,1731489943930000,20
0.436898,1.793088,1731489943930400,20
0.556052,0.326016,1731489943930800,20
0.873796,0.0,1731489943931200,20
0.873796,0.570528,1731489943931600,20
0.59577,0.448272,1731489943932000,20
0.99295,0.20376,1731489943932400,20
0.873796,-0.326016,1731489943932800,20
0.953232,-0.978048,1731489943933200,20
-0.079436,0.163008,1731489943933600,20
0.516334,-0.489024,1731489943934000,20
1.628438,0.326016,1731489943934400,20
1.032668,-0.570528,1731489943934800,20
0.238308,-0.937296,1731489943935200,20
0.0,-1.141056,1731489943935600,20
0.19859,-0.448272,1731489943936000,20
0.0,-0.20376,1731489943936400,20
-0.79436,-1.915344,1731489943936800,20
-0.436898,-1.385568,1731489943937200,20
-0.953232,-0.774288,1731489943937600,20
-1.628438,-0.61128,1731489943938000,20
0.357462,-0.122256,1731489943938400,20
-1.032668,0.0,1731489943938800,20
-0.635488,0.40752,1731489943939200,20
-1.469566,0.489024,1731489943939600,20
-1.827028,0.529776,1731489943940000,20
-0.238308,0.61128,1731489943940400,20
0.39718,0.733536,1731489943940800,20
-0.99295,0.285264,1731489943941200,20
-0.953232,0.937296,1731489943941600,20
-0.953232,0.448272,1731489943942000,20
0.556052,0.652032,1731489943942400,20
0.39718,0.244512,1731489943942800,20
0.357462,0.570528,1731489943943200,20
-0.19859,0.733536,1731489943943600,20
0.754642,1.467072,1731489943944000,20
0.99295,0.489024,1731489943944400,20
1.112104,0.244512,1731489943944800,20
0.476616,0.733536,1731489943945200,20
0.99295,0.855792,1731489943945600,20
0.238308,0.081504,1731489943946000,20
0.714924,0.040752,1731489943946400,20
0.635488,0.040752,1731489943946800,20
1.469566,0.285264,1731489943947200,20
0.873796,-1.0188,1731489943947600,20
0.158872,-0.529776,1731489943948000,20
1.827028,0.040752,1731489943948400,20
0.158872,-0.529776,1731489943948800,20
0.476616,-0.652032,1731489943949200,20
-0.238308,-0.733536,1731489943949600,20
-1.151822,-1.22256,1731489943950000,20
0.039718,-0.937296,1731489943950400,20
-1.39013,-1.344816,1731489943950800,20
-0.19859,-0.733536,1731489943951200,20
-0.754642,-1.059552,1731489943951600,20
-0.913514,-1.589328,1731489943952000,20
-1.429848,0.855792,1731489943952400,20
-0.59577,0.0,1731489943952800,20
-0.516334,0.326016,1731489943953200,20
-1.668156,0.570528,1731489943953600,20
-0.635488,-0.163008,1731489943954000,20
0.675206,0.326016,1731489943954400,20
0.39718,1.100304,1731489943954800,20
-0.19859,0.081504,1731489943955200,20
0.39718,0.570528,1731489943955600,20
0.59577,0.937296,1731489943956000,20
-0.675206,1.059552,1731489943956400,20
1.549002,0.896544,1731489943956800,20
1.39013,2.078352,1731489943957200,20
0.635488,0.285264,1731489943957600,20
0.635488,0.529776,1731489943958000,20
1.072386,0.081504,1731489943958400,20
0.99295,0.163008,1731489943958800,20
1.350412,-0.285264,1731489943959200,20
0.834078,-0.326016,1731489943959600,20
0.516334,-0.733536,1731489943960000,20
0.436898,-0.122256,1731489943960400,20
1.032668,-0.40752,1731489943960800,20
0.436898,-0.366768,1731489943961200,20
0.436898,-0.61128,1731489943961600,20
-1.032668,-1.83384,1731489943962000,20
-0.039718,-1.22256,1731489943962400,20
-0.357462,-1.181808,1731489943962800,20
-0.238308,-0.896544,1731489943963200,20
-0.79436,-1.467072,1731489943963600,20
-1.707874,-1.0188,1731489943964000,20
-0.953232,-0.529776,1731489943964400,20
-0.754642,-0.163008,1731489943964800,20
-0.278026,-0.244512,1731489943965200,20
-1.112104,0.448272,1731489943965600,20
-0.834078,-0.978048,1731489943966000,20
-1.151822,-0.570528,1731489943966400,20
-0.59577,-0.733536,1731489943966800,20
0.635488,0.40752,1731489943967200,20
-0.675206,0.326016,1731489943967600,20
-1.866746,0.40752,1731489943968000,20
-0.238308,0.40752,1731489943968400,20
0.675206,1.507824,1731489943968800,20
0.675206,0.529776,1731489943969200,20
0.436898,0.489024,1731489943969600,20
-0.556052,0.896544,1731489943970000,20
0.238308,1.42632,1731489943970400,20
0.913514,0.326016,1731489943970800,20
1.906464,0.896544,1731489943971200,20
0.278026,0.81504,1731489943971600,20
-0.436898,-0.122256,1731489943972000,20
0.913514,-0.20376,1731489943972400,20
1.072386,0.244512,1731489943972800,20
1.707874,-0.652032,1731489943973200,20
0.635488,-0.529776,1731489943973600,20
0.119154,-0.244512,1731489943974000,20
0.476616,-0.366768,1731489943974400,20
0.238308,-0.489024,1731489943974800,20
1.151822,-1.385568,1731489943975200,20
-0.834078,-0.774288,1731489943975600,20
-0.714924,-0.81504,1731489943976000,20
-0.79436,-1.0188,1731489943976400,20
0.119154,-0.61128,1731489943976800,20
0.19859,-0.163008,1731489943977200,20
-1.549002,-0.529776,1731489943977600,20
-1.310694,-0.20376,1731489943978000,20
-0.675206,0.244512,1731489943978400,20
-1.072386,0.163008,1731489943978800,20
-0.873796,1.181808,1731489943979200,20
-0.953232,0.040752,1731489943979600,20
-1.549002,-0.40752,1731489943980000,20
-0.714924,0.896544,1731489943980400,20
-0.158872,0.774288,1731489943980800,20
0.119154,1.181808,1731489943981200,20
-0.278026,-0.081504,1731489943981600,20
-0.39718,-0.20376,1731489943982000,20
0.476616,1.141056,1731489943982400,20
0.516334,0.570528,1731489943982800,20
1.429848,0.163008,1731489943983200,20
0.754642,1.42632,1731489943983600,20
0.238308,0.40752,1731489943984000,20
0.99295,0.774288,1731489943984400,20
1.39013,0.40752,1731489943984800,20
1.072386,-0.489024,1731489943985200,20
0.59577,0.122256,1731489943985600,20
-0.476616,-0.937296,1731489943986000,20
0.0,-0.122256,1731489943986400,20
1.39013,-0.122256,1731489943986800,20
0.79436,-0.652032,1731489943987200,20
-0.317744,-0.489024,1731489943987600,20
0.635488,-1.100304,1731489943988000,20
-0.913514,-1.141056,1731489943988400,20
1.39013,0.122256,1731489943988800,20
0.873796,-0.652032,1731489943989200,20
-0.556052,-1.385568,1731489943989600,20
-1.549002,-1.304064,1731489943990000,20
-0.953232,-0.855792,1731489943990400,20
-0.357462,-0.529776,1731489943990800,20
0.476616,0.489024,1731489943991200,20
-1.628438,-0.081504,1731489943991600,20
-1.628438,-0.326016,1731489943992000,20
-0.39718,-0.20376,1731489943992400,20
-0.59577,-0.40752,1731489943992800,20
-1.072386,0.937296,1731489943993200,20
-0.278026,0.652032,1731489943993600,20
-0.834078,0.978048,1731489943994000,20
-0.039718,2.119104,1731489943994400,20
0.317744,1.100304,1731489943994800,20
1.469566,1.22256,1731489943995200,20
0.079436,0.81504,1731489943995600,20
0.0,0.326016,1731489943996000,20
0.834078,0.774288,1731489943996400,20
1.469566,0.774288,1731489943996800,20
1.231258,0.244512,1731489943997200,20
0.436898,-0.40752,1731489943997600,20
0.953232,-0.40752,1731489943998000,20
0.516334,0.326016,1731489943998400,20
0.834078,-0.122256,1731489943998800,20
1.866746,-0.122256,1731489943999200,20
-0.079436,-0.448272,1731489943999600,20
-0.357462,-0.529776,1731489944000000,20
0.039718,-0.489024,1731489944000400,20
0.675206,-0.081504,1731489944000800,20
1.112104,-1.100304,1731489944001200,20
-0.278026,-0.978048,1731489944001600,20
-0.436898,-0.978048,1731489944002000,20
0.317744,-0.326016,1731489944002400,20
-0.714924,-0.896544,1731489944002800,20
-0.675206,-0.733536,1731489944003200,20
-0.635488,-1.181808,1731489944003600,20
-1.78731,-0.61128,1731489944004000,20
-0.516334,-0.163008,1731489944004400,20
-0.675206,0.040752,1731489944004800,20
-0.913514,-0.448272,1731489944005200,20
-0.99295,-0.285264,1731489944005600,20
-1.072386,-0.20376,1731489944006000,20
-1.072386,0.081504,1731489944006400,20
-0.476616,0.774288,1731489944006800,20
0.873796,0.937296,1731489944007200,20
-0.158872,0.733536,1731489944007600,20
-0.59577,0.733536,1731489944008000,20
0.834078,0.652032,1731489944008400,20
0.39718,0.61128,1731489944008800,20
1.310694,1.059552,1731489944009200,20
0.079436,-0.285264,1731489944009600,20
1.469566,1.344816,1731489944010000,20
0.119154,0.366768,1731489944010400,20
0.635488,0.692784,1731489944010800,20
1.866746,-0.244512,1731489944011200,20
0.079436,0.366768,1731489944011600,20
0.317744,-0.61128,1731489944012000,20
0.039718,-0.978048,1731489944012400,20
1.78731,0.366768,1731489944012800,20
0.99295,-0.733536,1731489944013200,20
0.436898,-1.467072,1731489944013600,20
-0.635488,-1.100304,1731489944014000,20
-0.317744,-0.896544,1731489944014400,20
-0.238308,-1.181808,1731489944014800,20
0.556052,-0.285264,1731489944015200,20
-0.516334,-0.448272,1731489944015600,20
-0.873796,-1.63008,1731489944016000,20
-0.714924,-0.896544,1731489944016400,20
0.0,-0.040752,1731489944016800,20
-0.278026,-0.896544,1731489944017200,20
-0.754642,-0.774288,1731489944017600,20
-1.549002,-1.263312,1731489944018000,20
-0.39718,0.81504,1731489944018400,20
-0.39718,0.040752,1731489944018800,20
0.516334,0.448272,1731489944019200,20
-0.516334,0.774288,1731489944019600,20
-0.278026,-0.163008,1731489944020000,20
-0.834078,0.163008,1731489944020400,20
-0.59577,0.978048,1731489944020800,20
0.59577,1.956096,1731489944021200,20
0.238308,1.059552,1731489944021600,20
0.59577,0.652032,1731489944022000,20
0.158872,0.774288,1731489944022400,20
-0.119154,0.61128,1731489944022800,20
1.469566,1.63008,1731489944023200,20
0.59577,0.937296,1731489944023600,20
0.675206,0.570528,1731489944024000,20
1.072386,0.244512,1731489944024400,20
-0.357462,-0.122256,1731489944024800,20
1.270976,0.244512,1731489944025200,20
0.714924,-0.122256,1731489944025600,20
0.039718,-1.0188,1731489944026000,20
0.516334,-0.529776,1731489944026400,20
0.754642,-0.896544,1731489944026800,20
0.436898,-0.570528,1731489944027200,20
0.357462,-0.937296,1731489944027600,20
0.436898,-1.956096,1731489944028000,20
-0.635488,-0.448272,1731489944028400,20
-0.476616,-0.489024,1731489944028800,20
-0.913514,-0.774288,1731489944029200,20
-1.270976,-0.285264,1731489944029600,20
-0.873796,-0.81504,1731489944030000,20
-1.429848,-0.896544,1731489944030400,20
-0.39718,0.163008,1731489944030800,20
-0.675206,-0.61128,1731489944031200,20
-1.151822,-0.326016,1731489944031600,20
-1.747592,0.122256,1731489944032000,20
-0.476616,0.489024,1731489944032400,20
-0.59577,1.181808,1731489944032800,20
0.317744,-0.448272,1731489944033200,20
-0.913514,0.529776,1731489944033600,20
0.357462,0.896544,1731489944034000,20
-0.714924,0.733536,1731489944034400,20
0.158872,0.733536,1731489944034800,20
0.357462,1.996848,1731489944035200,20
0.357462,0.366768,1731489944035600,20
1.032668,0.978048,1731489944036000,20
0.556052,-0.081504,1731489944036400,20
0.278026,0.448272,1731489944036800,20
1.707874,0.81504,1731489944037200,20
0.556052,-0.40752,1731489944037600,20
1.19154,-1.385568,1731489944038000,20
0.913514,-0.489024,1731489944038400,20
0.238308,-0.40752,1731489944038800,20
0.873796,0.366768,1731489944039200,20
0.238308,-0.366768,1731489944039600,20
0.834078,-1.141056,1731489944040000,20
-0.119154,-1.344816,1731489944040400,20
-0.436898,-1.100304,1731489944040800,20
1.231258,-0.366768,1731489944041200,20
0.556052,-0.978048,1731489944041600,20
-0.59577,-1.385568,1731489944042000,20
-0.39718,-1.670832,1731489944042400,20
-0.754642,-0.81504,1731489944042800,20
-0.278026,-0.529776,1731489944043200,20
-0.119154,-0.692784,1731489944043600,20
-0.635488,-0.366768,1731489944044000,20
-2.38308,-0.244512,1731489944044400,20
-1.19154,0.040752,1731489944044800,20
-0.516334,0.81504,1731489944045200,20
-0.119154,0.285264,1731489944045600,20
-0.357462,0.489024,1731489944046000,20
0.0,0.40752,1731489944046400,20
-0.635488,1.059552,1731489944046800,20
0.516334,-0.326016,1731489944047200,20
0.119154,0.0,1731489944047600,20
0.238308,0.937296,1731489944048000,20
0.436898,1.548576,1731489944048400,20
0.913514,1.181808,1731489944048800,20
1.151822,0.244512,1731489944049200,20
1.469566,-0.652032,1731489944049600,20
1.270976,1.141056,1731489944050000,20
0.317744,-0.366768,1731489944050400,20
0.675206,-0.081504,1731489944050800,20
1.429848,1.181808,1731489944051200,20
0.913514,-0.733536,1731489944051600,20
-0.039718,-0.40752,1731489944052000,20
0.079436,-0.529776,1731489944052400,20
-0.556052,-0.692784,1731489944052800,20
1.032668,-0.937296,1731489944053200,20
0.39718,-0.326016,1731489944053600,20
0.39718,-1.793088,1731489944054000,20
-0.635488,-1.263312,1731489944054400,20
-0.953232,-0.61128,1731489944054800,20
0.119154,-0.163008,1731489944055200,20
0.59577,-1.181808,1731489944055600,20
-0.39718,0.244512,1731489944056000,20
-1.270976,-0.855792,1731489944056400,20
-0.79436,-0.529776,1731489944056800,20
-0.913514,-0.20376,1731489944057200,20
-1.350412,-0.285264,1731489944057600,20
-1.19154,0.0,1731489944058000,20
-1.112104,0.20376,1731489944058400,20
-1.072386,0.733536,1731489944058800,20
-1.151822,0.81504,1731489944059200,20
0.278026,0.20376,1731489944059600,20
-0.238308,0.448272,1731489944060000,20
0.039718,0.774288,1731489944060400,20
0.039718,-0.040752,1731489944060800,20
1.072386,1.793088,1731489944061200,20
0.278026,0.81504,1731489944061600,20
0.516334,1.059552,1731489944062000,20
0.79436,0.20376,1731489944062400,20
0.556052,0.081504,1731489944062800,20
1.072386,0.937296,1731489944063200,20
1.270976,0.081504,1731489944063600,20
0.238308,-0.774288,1731489944064000,20
-0.436898,-0.529776,1731489944064400,20
-0.158872,-0.81504,1731489944064800,20
1.231258,-0.285264,1731489944065200,20
0.953232,0.489024,1731489944065600,20
0.873796,-1.181808,1731489944066000,20
-0.238308,-1.100304,1731489944066400,20
-0.238308,-0.652032,1731489944066800,20
0.278026,-0.855792,1731489944067200,20
-0.158872,-1.100304,1731489944067600,20
0.0,-0.652032,1731489944068000,20
-1.350412,-0.61128,1731489944068400,20
-1.310694,-1.059552,1731489944068800,20
-0.754642,1.0188,1731489944069200,20
-0.556052,-0.61128,1731489944069600,20
-1.072386,-1.0188,1731489944070000,20
-1.628438,0.20376,1731489944070400,20
-1.747592,-0.163008,1731489944070800,20
-0.834078,1.059552,1731489944071200,20
-1.231258,-0.896544,1731489944071600,20
-0.158872,1.304064,1731489944072000,20
-1.58872,0.692784,1731489944072400,20
-0.476616,0.774288,1731489944072800,20
-0.119154,1.059552,1731489944073200,20
-0.357462,0.733536,1731489944073600,20
0.0,0.244512,1731489944074000,20
0.079436,0.978048,1731489944074400,20
0.039718,1.059552,1731489944074800,20
1.072386,0.285264,1731489944075200,20
0.754642,0.40752,1731489944075600,20
2.263926,0.285264,1731489944076000,20
0.556052,0.040752,1731489944076400,20
0.556052,0.448272,1731489944076800,20
0.873796,-0.448272,1731489944077200,20
0.238308,-0.529776,1731489944077600,20
0.436898,0.163008,1731489944078000,20
0.19859,-1.589328,1731489944078400,20
0.119154,-1.467072,1731489944078800,20
0.754642,-0.978048,1731489944079200,20
0.238308,-1.915344,1731489944079600,20
0.953232,0.244512,1731489944080000,20
-0.59577,-0.774288,1731489944080400,20
-0.317744,-1.467072,1731489944080800,20
-0.039718,-0.978048,1731489944081200,20
-0.158872,-1.263312,1731489944081600,20
-0.913514,-0.774288,1731489944082000,20
-1.707874,-1.0188,1731489944082400,20
-0.714924,-0.774288,1731489944082800,20
-1.469566,0.122256,1731489944083200,20
-0.119154,0.40752,1731489944083600,20
-0.834078,0.122256,1731489944084000,20
-1.231258,0.285264,1731489944084400,20
-1.39013,0.529776,1731489944084800,20
-1.112104,0.692784,1731489944085200,20
0.436898,0.366768,1731489944085600,20
-0.039718,1.0188,1731489944086000,20
-0.59577,0.81504,1731489944086400,20
0.278026,0.285264,1731489944086800,20
0.19859,1.304064,1731489944087200,20
0.675206,1.059552,1731489944087600,20
0.834078,1.22256,1731489944088000,20
0.516334,0.448272,1731489944088400,20
1.112104,-0.163008,1731489944088800,20
0.436898,1.0188,1731489944089200,20
0.79436,-0.366768,1731489944089600,20
1.350412,0.122256,1731489944090000,20
1.19154,-0.61128,1731489944090400,20
-0.714924,-1.670832,1731489944090800,20
0.834078,-0.448272,1731489944091200,20
1.072386,-0.529776,1731489944091600,20
1.112104,-0.20376,1731489944092000,20
-0.317744,-0.244512,1731489944092400,20
0.873796,-1.304064,1731489944092800,20
0.39718,-1.42632,1731489944093200,20
-0.675206,-1.385568,1731489944093600,20
0.39718,-0.366768,1731489944094000,20
-0.635488,-0.81504,1731489944094400,20
-1.747592,-1.141056,1731489944094800,20
-1.112104,-0.163008,1731489944095200,20
-0.953232,-0.081504,1731489944095600,20
-0.278026,-0.040752,1731489944096000,20
-1.310694,-0.448272,1731489944096400,20
-0.913514,-0.652032,1731489944096800,20
-1.112104,0.0,1731489944097200,20
-0.675206,-0.040752,1731489944097600,20
0.0,-0.489024,1731489944098000,20
-1.628438,0.244512,1731489944098400,20
-1.350412,0.692784,1731489944098800,20
-0.556052,0.366768,1731489944099200,20
0.834078,0.61128,1731489944099600,20
0.635488,1.752336,1731489944100000,20
0.158872,0.978048,1731489944100400,20
0.476616,0.448272,1731489944100800,20
0.079436,0.855792,1731489944101200,20
1.350412,1.548576,1731489944101600,20
1.78731,0.122256,1731489944102000,20
-0.079436,1.141056,1731489944102400,20
0.317744,0.122256,1731489944102800,20
0.59577,0.978048,1731489944103200,20
1.072386,-0.285264,1731489944103600,20
0.834078,-0.61128,1731489944104000,20
0.873796,-0.692784,1731489944104400,20
-0.119154,-1.467072,1731489944104800,20
0.317744,-0.285264,1731489944105200,20
0.635488,-0.570528,1731489944105600,20
0.357462,-0.733536,1731489944106000,20
-0.635488,-0.733536,1731489944106400,20
-1.469566,-1.344816,1731489944106800,20
-1.032668,-2.24136,1731489944107200,20
-1.072386,-1.385568,1731489944107600,20
-0.516334,-0.285264,1731489944108000,20
-1.58872,-1.263312,1731489944108400,20
-1.310694,-0.81504,1731489944108800,20
-1.072386,-0.285264,1731489944109200,20
-0.079436,-0.774288,1731489944109600,20
0.0,-0.366768,1731489944110000,20
-0.714924,0.326016,1731489944110400,20
-1.628438,0.692784,1731489944110800,20
-0.754642,0.570528,1731489944111200,20
0.119154,1.141056,1731489944111600,20
0.39718,0.0,1731489944112000,20
-0.675206,-0.20376,1731489944112400,20
-0.953232,0.652032,1731489944112800,20
0.99295,-0.040752,1731489944113200,20
0.913514,1.467072,1731489944113600,20
0.873796,0.81504,1731489944114000,20
0.635488,0.774288,1731489944114400,20
0.19859,0.652032,1731489944114800,20
0.59577,-0.040752,1731489944115200,20
1.628438,0.20376,1731489944115600,20
0.953232,0.244512,1731489944116000,20
1.151822,-0.122256,1731489944116400,20
-0.556052,-1.0188,1731489944116800,20
0.79436,-0.40752,1731489944117200,20
0.039718,-0.244512,1731489944117600,20
0.99295,-0.20376,1731489944118000,20
-0.119154,-1.385568,1731489944118400,20
-0.357462,-1.507824,1731489944118800,20
-0.19859,-0.570528,1731489944119200,20
-0.079436,0.040752,1731489944119600,20
0.516334,-0.733536,1731489944120000,20
-1.58872,-1.385568,1731489944120400,20
-1.270976,-1.100304,1731489944120800,20
-1.549002,-0.774288,1731489944121200,20
-0.079436,-1.100304,1731489944121600,20
