,1. Hauptachse,2. Hauptachse,3. Hauptachse,Partei,Name
110,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Matthias David Mieves
111,-6.115529221289733,-0.2240474901635903,-0.5496079388563301,SPD,Susanne Mittag
112,3.2740463604276155,3.409383933256319,0.6158726982878614,SPD,Falko Mohrs
113,-3.6324447240752944,0.2857649497802828,-0.03832646429025789,SPD,Claudia Moll
114,-5.555207450417432,0.15029868725058645,0.30274430702095845,SPD,Siemtje Möller
115,-1.034758912965696,1.9803330756479356,0.96334544684732,SPD,Bettina Müller
116,-5.903263032620842,0.20394973413801246,-0.14282582442024394,SPD,Michael Müller
117,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Detlef Müller (Chemnitz)
118,-4.638510470008398,0.8621461569329746,-1.2010993838455564,SPD,Michelle Müntefering
119,-3.8680755680036647,1.1052822729415146,0.3229248870260251,SPD,Dr. Rolf Mützenich
120,-3.033904860645359,1.6204011503686462,-0.6985249138365405,SPD,Rasha Nasr
121,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Brian Nickholz
122,-4.849952463961464,1.3233965267396404,-0.8645215769201157,SPD,Dietmar Nietan
123,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Jörg Nürnberger
124,-5.347424260206221,-0.7687584323090496,-0.4635337703861123,SPD,Lennard Oehl
125,-4.091050247081448,1.2685126571973606,-0.43324408047006013,SPD,Josephine Ortleb
126,-6.1284065478829435,0.11417864926102692,-0.6758570273819241,SPD,Mahmut Özdemir (Duisburg)
127,-4.09196119989762,1.4463303682052553,-0.0833548445554273,SPD,Aydan Özoguz
128,-3.0379395747109488,1.5486980909215935,-1.3404173648100628,SPD,Dr. Christos Pantazis
129,-5.89911651905327,0.8940688363955358,1.1500304420286298,SPD,Wiebke Papenbrock
130,-5.864756752050663,0.6846033620391568,-0.751157257173091,SPD,Mathias Papendieck
131,-5.8976424046249,0.26607870734376604,-0.20426921034887102,SPD,Natalie Pawlik
132,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Jens Peick
133,-2.448710451105131,2.2896361247414245,-0.2394751343621211,SPD,Christian Petry
134,3.2740463604276155,3.409383933256319,0.6158726982878614,SPD,Dr. Andreas Philippi
135,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Jan Plobner
136,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Sabine Poschmann
137,-5.809802764455561,-0.4543830978202784,-0.2055095566195123,SPD,Achim Post (Minden)
138,-5.211125288221968,1.5268685279394372,1.827863546890663,SPD,Ye-One Rhie
139,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Andreas Rimkus
140,-5.5274935732559385,0.3422434653406894,-1.115542450659013,SPD,Sönke Rix
141,-5.067642884403424,0.13336232421468194,0.8259379368410927,SPD,Dennis Rohde
142,-6.102745372694297,-0.2649359162234006,-0.3727311655514439,SPD,Sebastian Roloff
143,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Dr. Martin Rosemann
144,-2.6774543322590816,0.8377897774841584,-1.506621842278188,SPD,Jessica Rosenthal
145,-5.420055340418875,-0.6162963650005319,0.33018451795469084,SPD,Michael Roth (Heringen)
146,-6.142385897325318,0.025102139286876976,-0.536448835117195,SPD,Dr. Thorsten Rudolph
147,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Tina Rudolph
148,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Bernd Rützel
149,-4.532395059722321,1.4928612209638012,-1.1497067691004748,SPD,Sarah Ryglewski
150,-5.935810535724552,-0.2731412853703259,-0.48795499160932165,SPD,Johann Saathoff
151,-4.392004522980797,1.2882738224320596,-0.22881425226481097,SPD,Ingo Schäfer
152,-4.161790590553156,2.1552973503504735,-0.7908515572101311,SPD,Axel Schäfer (Bochum)
153,-5.7889675076685485,-0.09501850702443151,-0.8298478571199847,SPD,Rebecca Schamber
154,-3.7897708702930846,-0.00871448514362319,-0.33385913765247704,SPD,Johannes Schätzl
155,-6.148015428904273,0.13887515530846914,-0.6749967490918848,SPD,Dr. Nina Scheer
156,-5.8649418286540795,-0.004524753903451223,0.3709494982980759,SPD,Marianne Schieder
157,-5.1412927940413224,0.6743369565961345,0.2402655550944031,SPD,Udo Schiefner
158,-3.3223735232612492,-0.4316087838003235,0.3097399762240539,SPD,Peggy Schierenbeck
159,-4.515313027142947,0.2471328628624668,-1.0317173427241642,SPD,Timo Schisanowski
160,-5.783870152810225,0.30730017297354917,-0.9551954045879038,SPD,Christoph Schmid
161,-5.997226760615717,0.40723538284744487,-0.969220845485581,SPD,Dr. Nils Schmid
162,-2.5767676598904963,0.9741603124274926,-1.320812367692411,SPD,Uwe Schmidt
163,-6.098511139977698,-0.19209836003605282,-0.5689474157217219,SPD,Dagmar Schmidt (Wetzlar)
164,-6.139739380273345,0.14523788597011641,-0.72036233222526,SPD,Daniel Schneider
165,-4.369801751768315,1.7204622217424155,1.0308577305174749,SPD,Carsten Schneider (Erfurt)
166,-0.37227793024299344,3.6325479483180456,-0.6093449207523018,SPD,Olaf Scholz
167,-5.640424193240708,0.5975294608537297,1.061759270067736,SPD,Johannes Schraps
168,-5.742073637708215,-0.3378715842544062,-0.6069529441593197,SPD,Christian Schreider
169,-6.102745372694297,-0.2649359162234006,-0.3727311655514439,SPD,Michael Schrodi
170,-5.970315977857517,0.3827722234066795,-0.8269996662820799,SPD,Svenja Schulze
171,-5.076297098980968,1.6447145695109298,1.4914432931491906,SPD,Frank Schwabe
172,-3.7246113511018377,1.4665570591844845,-0.658481566092609,SPD,Stefan Schwartze
173,-4.404628400492153,0.3123821059755868,-0.7408817601150327,SPD,Andreas Schwarz
174,-5.878360187397171,0.6736758038645206,0.030671397207750903,SPD,Rita Schwarzelühr-Sutter
175,-2.758152035844752,1.1048712058446284,1.6108442538858718,SPD,Dr. Lina Seitzl
176,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Svenja Stadler
177,-5.865010394355753,-0.13735132189504587,-0.6989745329643618,SPD,Martina Stamm-Fibich
178,-3.264469958286255,0.041569798302274336,-1.1543718460492411,SPD,Dr. Ralf Stegner
179,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Mathias Stein
180,-3.917097659394324,2.1010736206723366,2.5896884425508198,SPD,Nadja Sthamer
181,-4.623768163196447,2.958608750176516,3.0391737001635377,SPD,Ruppert Stüwe
182,-5.561882756479304,1.0999379164562033,0.8362179681526721,SPD,Claudia Tausend
183,-5.433640272132648,0.18004969189740347,-0.9580897085978356,SPD,Michael Thews
184,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Markus Töns
185,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Carsten Träger
186,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Anja Troff-Schaffarzyk
187,-3.848150505171402,0.4253255221896728,0.37452386111539526,SPD,Derya Türk-Nachbaur
188,-5.440219274411134,-0.17727900843735375,-0.9598329579354287,SPD,Frank Ullrich
189,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Marja-Liisa Völlers
190,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Dirk Vöpel
191,-5.672702325732311,0.1550139817140332,-0.6408448953500299,SPD,Dr. Carolin Wagner
192,-4.631981443300313,1.1809065537137657,-0.017594669628779994,SPD,Maja Wallstein
193,-6.04150126045746,0.19116822521154309,0.034203475292562534,SPD,Hannes Walter
194,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Carmen Wegge
195,-3.3271428520385875,1.650916112618853,1.1422360924403538,SPD,Melanie Wegling
196,-4.012332682836179,-0.46233088013995527,0.20415275177983103,SPD,Dr. Joe Weingarten
197,-2.520185997078282,0.03127963531373698,-0.7879813033689599,SPD,Lena Werner
198,-3.9209581554104025,0.19427361124086048,-0.3233961677947458,SPD,Bernd Westphal
199,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Dirk Wiese
200,-5.499786187755728,0.01149049259350464,-0.6281845860954886,SPD,Dr. Herbert Wollmann
201,-4.31887344463481,0.5850836788465098,1.1012073067369728,SPD,Gülistan Yüksel
202,-5.500858584961176,-0.024984309469948632,-0.10522969907215177,SPD,Stefan Zierke
203,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Dr. Jens Zimmermann
204,-5.7942905010094385,0.008006958511535406,-0.7200141591990153,SPD,Armand Zorn
205,-6.282716313204498,-0.1217190495729146,-0.4675197697946054,SPD,Katrin Zschau
206,5.599754392743684,-5.988731877678806,0.23569679345430516,CDU/CSU,Knut Abraham
207,5.645250428963265,-6.328418513851452,0.00948642408629162,CDU/CSU,Stephan Albani
208,5.621339465152738,-5.458610940258045,0.5866717439869711,CDU/CSU,Norbert Maria Altenkamp
209,5.4592496397287675,-6.258926180543408,-0.0050670430535176975,CDU/CSU,Philipp Amthor
210,5.252865739738307,-4.692924112515525,0.459705479747335,CDU/CSU,Artur Auernhammer
211,5.645250428963265,-6.328418513851452,0.00948642408629162,CDU/CSU,Peter Aumer
212,5.5018352447476175,-5.316060262108053,0.6379968200234509,CDU/CSU,Dorothee Bär
213,4.342397460500245,-4.047985177384096,-0.24117898808940844,CDU/CSU,Thomas Bareiß
214,3.2027058909763917,2.2192833879185776,1.445487871717665,CDU/CSU,Dr. André Berghegger
215,5.757224261500574,-4.564358228017691,0.5602326684279997,CDU/CSU,Peter Beyer
216,5.920281729142669,-5.921003120110278,-0.2669196205335774,CDU/CSU,Marc Biadacz
217,5.561106354511384,-5.776443307346245,-0.24053298666332115,CDU/CSU,Steffen Bilger
218,5.5554992251827855,-4.011259489826698,-0.2028005433413438,CDU/CSU,Simone Borchardt
219,5.189761301306946,-5.326319937319626,-0.24778638135900258,CDU/CSU,Michael Brand (Fulda)
220,5.2692377839042495,-6.2013843550672405,-0.016809111200957974,CDU/CSU,Dr. Reinhard Brandl
221,5.7446232941668045,-5.509619390294956,-0.3452615351342885,CDU/CSU,Dr. Helge Braun
222,6.02576044651655,-4.276082763943658,0.3021447283471982,CDU/CSU,Silvia Breher
223,5.047301923373436,-5.858144127471484,0.5985627721699365,CDU/CSU,Sebastian Brehm
224,5.453934364244686,-4.79401157032805,-0.7346015098546055,CDU/CSU,Heike Brehmer
225,5.684403500416544,-5.240764154209834,-0.4314837884469099,CDU/CSU,Michael Breilmann
226,5.645250428963265,-6.328418513851452,0.00948642408629162,CDU/CSU,Ralph Brinkhaus
227,6.189213383093869,-5.4967840483042,0.18985996282190307,CDU/CSU,Dr. Carsten Brodesser
228,4.530610823546282,-4.124882341076532,-0.27825781411251665,CDU/CSU,Dr. Marlon Bröhr
229,4.742527357690081,-0.6782906571671546,1.1631641289020658,CDU/CSU,Yannick Bury
230,5.788353142018401,-6.057898076216986,-0.20330690334078716,CDU/CSU,Gitta Connemann
231,5.157110935669417,-4.644514995036668,-0.6518495751767888,CDU/CSU,Mario Czaja
232,4.899958405435194,-4.899120635098629,0.041054666374317164,CDU/CSU,Astrid Damerow
233,5.745933380981256,-5.756491598364255,-0.15041075779028867,CDU/CSU,Alexander Dobrindt
234,5.719278389795537,-5.913202798476321,0.5932978382351843,CDU/CSU,Michael Donth
235,6.062078794554737,-5.644963873883865,0.19033966492716178,CDU/CSU,Hansjörg Durz
236,5.523574733709202,-6.1027676013372085,-0.0376435091398787,CDU/CSU,Ralph Edelhäußer
237,4.164770953244789,-3.825039034836011,-0.7663855890630696,CDU/CSU,Alexander Engelhard
238,5.7139560177583215,-6.108520479194717,0.6828881196350265,CDU/CSU,Martina Englhardt-Kopf
239,4.109345250293125,-4.4581839316777065,-0.42535353683917415,CDU/CSU,Thomas Erndl
240,5.536028626003517,-5.416203136150355,-0.0025605001490771953,CDU/CSU,Hermann Färber
241,5.740716831629838,-4.00947423012826,0.42685574132909887,CDU/CSU,Uwe Feiler
242,5.185917247545308,-5.964938958679436,0.6552708451359159,CDU/CSU,Enak Ferlemann
243,5.924962645681677,-5.9181906417845696,0.0785433852665994,CDU/CSU,Thorsten Frei
244,3.9032256789872326,-2.729531001321407,-1.2798361222306156,CDU/CSU,Dr. Hans-Peter Friedrich (Hof)
245,6.481515957172742,-2.865075370465174,3.0203994798755813,CDU/CSU,Michael Frieser
246,4.197374920448061,-4.00144978737655,-0.11457239134121036,CDU/CSU,Ingo Gädechens
247,5.798100121956911,-5.0362928843318375,-0.013743334351920357,CDU/CSU,Dr. Thomas Gebhart
248,5.548543881331146,-5.396470954395124,-0.7062560222892347,CDU/CSU,Dr. Jonas Geissler
249,5.215892043922818,-4.452403579690101,-0.808037644996513,CDU/CSU,Fabian Gramling
250,5.941933215517147,-5.121866572843461,0.539562485524351,CDU/CSU,Dr. Ingeborg Gräßle
251,5.461045255736466,-6.258039203388314,0.11091407001340824,CDU/CSU,Hermann Gröhe
252,5.835309420139447,-3.814832569814495,1.8453909578247492,CDU/CSU,Michael Grosse-Brömer
253,4.908473771318716,-4.724386978116736,-0.10587634612313748,CDU/CSU,Markus Grübel
254,5.798271008700684,-2.4021153799485653,0.7377018715981095,CDU/CSU,Manfred Grund
255,5.665451315515247,-5.4074252112246555,0.23520006212658395,CDU/CSU,Oliver Grundmann
256,5.200509622038369,-5.638957646718983,0.2633678537718331,CDU/CSU,Monika Grütters
257,5.588653975155709,-4.97239652321695,0.4765970875853844,CDU/CSU,Serap Güler
258,5.5512318114876456,-5.808709223032746,0.09091051438564333,CDU/CSU,Fritz Güntzler
259,4.9792302532749115,-2.6060330377070913,-0.9717046093847507,CDU/CSU,Olav Gutting
260,5.082099560132855,-5.915508913693611,0.015978151752202484,CDU/CSU,Christian Haase
261,5.034989814864358,-5.643666913078174,-0.28670844722565086,CDU/CSU,Florian Hahn
262,5.249238538874346,-5.227030011043057,-0.6682016060157009,CDU/CSU,Jürgen Hardt
263,5.645250428963265,-6.328418513851452,0.00948642408629162,CDU/CSU,Matthias Hauer
264,5.778136313376751,-4.640445309065467,-0.27655595430963403,CDU/CSU,Dr. Stefan Heck
265,3.849760265772509,-3.015646334415228,-0.39436091886043134,CDU/CSU,Mechthild Heil
266,5.252518066873675,-4.707001229912237,0.49272950045408953,CDU/CSU,Thomas Heilmann
267,5.645250428963265,-6.328418513851452,0.00948642408629162,CDU/CSU,Mark Helfrich
268,3.2740463604276155,3.409383933256319,0.6158726982878614,CDU/CSU,Michael Hennrich
269,5.805021397415678,-6.076628258631688,-0.05902071983461056,CDU/CSU,Marc Henrichmann
270,5.951681736856436,-5.369331576874423,0.5294847468118216,CDU/CSU,Ansgar Heveling
271,5.74619453496181,-5.840560617197711,-0.1618548941904591,CDU/CSU,Susanne Hierl
272,5.830815674094571,-5.421207664330386,0.16097025227079007,CDU/CSU,Christian Hirte
273,5.645250428963265,-6.328418513851452,0.00948642408629162,CDU/CSU,Alexander Hoffmann
274,4.887879696797482,-5.081462260226952,-0.865245681936943,CDU/CSU,Dr. Hendrik Hoppenstedt
275,6.049606554770592,-5.533023660414018,0.507677591088648,CDU/CSU,Franziska Hoppermann
276,5.477736378186314,-4.066534680172512,-1.4155648817383228,CDU/CSU,Hubert Hüppe
277,4.00141312982206,-2.40902332771409,-1.8847514336518036,CDU/CSU,Erich Irlstorfer
278,5.779951313263489,-6.067824308970069,-0.19799055521098774,CDU/CSU,Anne Janssen
279,5.749445049534872,-5.701555841745399,-0.39609325920276894,CDU/CSU,Thomas Jarzombek
280,5.781380850359954,-4.6402768104545995,-0.2462159236482704,CDU/CSU,Andreas Jung
281,3.2027058909763917,2.2192833879185776,1.445487871717665,CDU/CSU,Ingmar Jung
282,5.785580844842444,-6.181597324991661,-0.05944264123629798,CDU/CSU,Anja Karliczek
283,5.1494257926549585,-5.031922593417026,0.4337178601187905,CDU/CSU,Ronja Kemmer
284,3.335169837001883,-3.944090649245623,0.027971083155360017,CDU/CSU,Roderich Kiesewetter
285,5.189627197821868,-5.647308759952618,-0.13922851431630315,CDU/CSU,Michael Kießling
286,5.508794972797545,-4.948712788046127,-0.2635542376622504,CDU/CSU,Dr. Georg Kippels
287,5.2834799081747885,-6.180947448853532,0.15435912016090414,CDU/CSU,Dr. Ottilie Klein
288,5.209362288370503,-5.068076428921956,1.392630689535399,CDU/CSU,Volkmar Klein
289,5.180911814563613,-4.063793909075783,0.5180868678662074,CDU/CSU,Julia Klöckner
290,5.645250428963265,-6.328418513851452,0.00948642408629162,CDU/CSU,Axel Knoerig
291,6.710106635446645,1.447417063232433,2.6884230424407267,CDU/CSU,Jens Koeppen
292,4.674857655030768,-3.7069801664111846,0.5582806692626154,CDU/CSU,Anne König
293,5.508998105320394,-5.021763639295848,-0.15675298311315866,CDU/CSU,Markus Koob
294,5.00167447460513,-1.5653677161907702,1.3303018578916723,CDU/CSU,Carsten Körber
295,5.5381625843562095,-5.456145210000741,-0.26520250246617444,CDU/CSU,Gunther Krichbaum
296,4.884239154774828,-5.874881964856699,-0.015145882431689385,CDU/CSU,Dr. Günter Krings
297,3.2740463604276155,3.409383933256319,0.6158726982878614,CDU/CSU,Tilman Moritz Kuban
298,5.543233058476183,-5.782964278890842,0.27584039838990587,CDU/CSU,Ulrich Lange
299,5.8231037068009,-3.4376102545799805,1.6523018906714928,CDU/CSU,Armin Laschet
300,5.491174233202781,-5.340957433587976,-0.3322707585227932,CDU/CSU,Dr. Silke Launert
301,5.09306314149293,-5.848589759215894,-0.4979496931236267,CDU/CSU,Jens Lehmann
302,5.645250428963265,-6.328418513851452,0.00948642408629162,CDU/CSU,Paul Lehrieder
303,5.164762758085198,-3.240832953723457,-0.22267258646200858,CDU/CSU,Dr. Katja Leikert
304,5.582456810454262,-5.979721425315983,0.26326143280583314,CDU/CSU,Dr. Andreas Lenz
305,6.221831661089673,-4.17685702915161,0.24871472806860195,CDU/CSU,Andrea Lindholz
306,6.292104821128217,-4.900194494035095,1.9302679809658985,CDU/CSU,Dr. Carsten Linnemann
