time,Bm X,Bm Y
1642489203420.4,-0.220388,-0.221158
1642489203420.8,-0.251872,-0.695068
1642489203421.2,-0.724132,0.221158
1642489203421.6,0.220388,-0.505504
1642489203422.0,0.535228,-0.537098
1642489203422.4,0.346324,-0.379128
1642489203422.8,0.031484,-0.126376
1642489203423.2,0.598196,0.221158
1642489203423.5999,-0.47226,0.252752
1642489203424.0,0.031484,0.221158
1642489203424.4001,-0.377808,-0.47391
1642489203424.7998,0.0,-0.442316
1642489203425.2,-0.251872,0.410722
1642489203425.6,-0.661164,-0.252752
1642489203426.0,0.0,0.094782
1642489203426.4,0.094452,0.094782
1642489203426.8,0.377808,0.031594
1642489203427.2002,0.031484,-0.442316
1642489203427.5999,-0.346324,0.189564
1642489203428.0,0.062968,-0.063188
1642489203428.4001,-0.188904,-1.042602
1642489203428.8,0.0,0.31594
1642489203429.2,-0.409292,0.031594
1642489203429.6,0.913036,-0.031594
1642489203430.0,-0.283356,0.221158
1642489203430.4,0.094452,0.442316
1642489203430.8,0.346324,-0.189564
1642489203431.2,-0.283356,-0.094782
1642489203431.6,0.346324,-0.063188
1642489203432.0,-0.503744,0.410722
1642489203432.4,0.755616,0.0
1642489203432.8,-0.283356,-0.252752
1642489203433.2,0.188904,-0.284346
1642489203433.5999,0.566712,0.379128
