version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs
3,iPhone 7,1691217813587,2023-08-05_06-43-33,Europe/Berlin,ios,1.18,4d02a456-b118-4551-8430-45873808b683,Accelerometer|Gyroscope|Orientation|Magnetometer|Annotation|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated,0|0|0|0||0|0|0
